Bootstrap,Threshold,PQ,PC,F1,F1*,Fractions,Brand,Webshop1&Webshop2,b,r,Similarity_threshold,Clusters,Duplicate_pair
2,0.75,0.8666666666666667,0.9285714285714286,0.896551724137931,0.019334172291499824,0.014492753623188406,Vizio,bestbuy.com&amazon.com,194,3,0.6,2,472
3,0.75,0.7058823529411765,0.8,0.7500000000000001,0.018278887436998324,0.01642512077294686,Vizio,bestbuy.com&amazon.com,194,3,0.6,2,472
4,0.75,0.8666666666666667,0.7222222222222222,0.7878787878787877,0.016972983830471022,0.014492753623188406,Vizio,bestbuy.com&amazon.com,194,3,0.6,2,472
Average,Optimal,0.7716892911010558,0.7764332399626517,0.7702837858010272,0.017604126723525525,0.015458937198067632,Vizio,bestbuy.com&amazon.com,194,3,0.6,2,472
0,0.75,0.6,0.6923076923076923,0.6428571428571429,0.017393171569680052,0.018292682926829267,Vizio,bestbuy.com&amazon.com,194,3,0.8,5,107
1,0.75,0.8571428571428571,0.9230769230769231,0.888888888888889,0.022547981567919827,0.01707317073170732,Vizio,bestbuy.com&amazon.com,194,3,0.8,5,107
2,0.75,0.8,0.8571428571428571,0.8275862068965518,0.02246022668191744,0.018292682926829267,Vizio,bestbuy.com&amazon.com,194,3,0.8,5,107
3,0.75,0.5882352941176471,0.8333333333333334,0.6896551724137931,0.021138319213488736,0.020731707317073172,Vizio,bestbuy.com&amazon.com,194,3,0.8,5,107
4,0.75,0.6923076923076923,0.8181818181818182,0.7500000000000001,0.0176501153766643,0.015853658536585366,Vizio,bestbuy.com&amazon.com,194,3,0.8,5,107
Average,Optimal,0.7075371687136393,0.8248085248085248,0.7597974822112754,0.020237962881934073,0.01804878048780488,Vizio,bestbuy.com&amazon.com,194,3,0.8,5,107
0,0.75,0.7692307692307693,0.6666666666666666,0.7142857142857142,0.01334085894607214,0.012560386473429951,Vizio,bestbuy.com&amazon.com,582,1,0.4,1,716
1,0.75,0.65,0.7647058823529411,0.7027027027027027,0.020093731112586322,0.01932367149758454,Vizio,bestbuy.com&amazon.com,582,1,0.4,1,716
2,0.75,0.8666666666666667,0.9285714285714286,0.896551724137931,0.019334172291499824,0.014492753623188406,Vizio,bestbuy.com&amazon.com,582,1,0.4,1,716
3,0.75,0.7058823529411765,0.8,0.7500000000000001,0.018278887436998324,0.01642512077294686,Vizio,bestbuy.com&amazon.com,582,1,0.4,1,716
4,0.75,0.8666666666666667,0.7222222222222222,0.7878787878787877,0.016972983830471022,0.014492753623188406,Vizio,bestbuy.com&amazon.com,582,1,0.4,1,716
Average,Optimal,0.7716892911010558,0.7764332399626517,0.7702837858010272,0.017604126723525525,0.015458937198067632,Vizio,bestbuy.com&amazon.com,582,1,0.4,1,716
0,0.75,0.7692307692307693,0.6666666666666666,0.7142857142857142,0.01334085894607214,0.012560386473429951,Vizio,bestbuy.com&amazon.com,582,1,0.6,2,472
1,0.75,0.65,0.7647058823529411,0.7027027027027027,0.020093731112586322,0.01932367149758454,Vizio,bestbuy.com&amazon.com,582,1,0.6,2,472
2,0.75,0.8666666666666667,0.9285714285714286,0.896551724137931,0.019334172291499824,0.014492753623188406,Vizio,bestbuy.com&amazon.com,582,1,0.6,2,472
3,0.75,0.7058823529411765,0.8,0.7500000000000001,0.018278887436998324,0.01642512077294686,Vizio,bestbuy.com&amazon.com,582,1,0.6,2,472
4,0.75,0.8666666666666667,0.7222222222222222,0.7878787878787877,0.016972983830471022,0.014492753623188406,Vizio,bestbuy.com&amazon.com,582,1,0.6,2,472
Average,Optimal,0.7716892911010558,0.7764332399626517,0.7702837858010272,0.017604126723525525,0.015458937198067632,Vizio,bestbuy.com&amazon.com,582,1,0.6,2,472
0,0.75,0.6,0.6923076923076923,0.6428571428571429,0.017393171569680052,0.018292682926829267,Vizio,bestbuy.com&amazon.com,582,1,0.8,5,107
1,0.75,0.8571428571428571,0.9230769230769231,0.888888888888889,0.022547981567919827,0.01707317073170732,Vizio,bestbuy.com&amazon.com,582,1,0.8,5,107
2,0.75,0.8,0.8571428571428571,0.8275862068965518,0.02246022668191744,0.018292682926829267,Vizio,bestbuy.com&amazon.com,582,1,0.8,5,107
3,0.75,0.5882352941176471,0.8333333333333334,0.6896551724137931,0.021138319213488736,0.020731707317073172,Vizio,bestbuy.com&amazon.com,582,1,0.8,5,107
4,0.75,0.6923076923076923,0.8181818181818182,0.7500000000000001,0.0176501153766643,0.015853658536585366,Vizio,bestbuy.com&amazon.com,582,1,0.8,5,107
Average,Optimal,0.7075371687136393,0.8248085248085248,0.7597974822112754,0.020237962881934073,0.01804878048780488,Vizio,bestbuy.com&amazon.com,582,1,0.8,5,107
0,1.0,0.65,0.8666666666666667,0.7428571428571429,0.021261204591916966,0.01932367149758454,Vizio,newegg.com&thenerds.net,97,6,0.4,1,675
1,0.75,0.8666666666666667,0.7647058823529411,0.8125,0.01750751061846058,0.014492753623188406,Vizio,newegg.com&thenerds.net,97,6,0.4,1,675
2,0.75,0.8125,0.9285714285714286,0.8666666666666666,0.019919751297779655,0.015458937198067632,Vizio,newegg.com&thenerds.net,97,6,0.4,1,675
3,0.75,0.9230769230769231,0.8,0.8571428571428571,0.016032201430223096,0.012560386473429951,Vizio,newegg.com&thenerds.net,97,6,0.4,1,675
4,1.0,0.6818181818181818,0.8823529411764706,0.7692307692307693,0.024197372344603174,0.021256038647342997,Vizio,newegg.com&thenerds.net,97,6,0.4,1,675
Average,Optimal,0.7868123543123543,0.8484593837535013,0.8096794871794872,0.019783608056596694,0.016618357487922703,Vizio,newegg.com&thenerds.net,97,6,0.4,1,675
0,1.0,0.65,0.8666666666666667,0.7428571428571429,0.021261204591916966,0.01932367149758454,Vizio,newegg.com&thenerds.net,97,6,0.6,2,377
1,0.75,0.8666666666666667,0.7647058823529411,0.8125,0.01750751061846058,0.014492753623188406,Vizio,newegg.com&thenerds.net,97,6,0.6,2,377
2,0.75,0.8125,0.9285714285714286,0.8666666666666666,0.019919751297779655,0.015458937198067632,Vizio,newegg.com&thenerds.net,97,6,0.6,2,377
3,0.75,0.9230769230769231,0.8,0.8571428571428571,0.016032201430223096,0.012560386473429951,Vizio,newegg.com&thenerds.net,97,6,0.6,2,377
4,1.0,0.6818181818181818,0.8823529411764706,0.7692307692307693,0.024197372344603174,0.021256038647342997,Vizio,newegg.com&thenerds.net,97,6,0.6,2,377
Average,Optimal,0.7868123543123543,0.8484593837535013,0.8096794871794872,0.019783608056596694,0.016618357487922703,Vizio,newegg.com&thenerds.net,97,6,0.6,2,377
0,0.75,0.6666666666666666,0.7272727272727273,0.6956521739130435,0.020744795793416412,0.020168067226890758,Vizio,newegg.com&thenerds.net,97,6,0.8,8,110
1,0.75,0.8,0.8,0.8000000000000002,0.019958419958419963,0.01680672268907563,Vizio,newegg.com&thenerds.net,97,6,0.8,8,110
2,0.75,0.6923076923076923,0.9,0.7826086956521738,0.025301349565495974,0.021848739495798318,Vizio,newegg.com&thenerds.net,97,6,0.8,8,110
3,0.75,0.7333333333333333,0.8461538461538461,0.7857142857142856,0.029245105674463565,0.025210084033613446,Vizio,newegg.com&thenerds.net,97,6,0.8,8,110
4,0.75,0.7272727272727273,0.6666666666666666,0.6956521739130435,0.019038690368874626,0.018487394957983194,Vizio,newegg.com&thenerds.net,97,6,0.8,8,110
Average,Optimal,0.7239160839160841,0.788018648018648,0.7519254658385093,0.022857672272134106,0.02050420168067227,Vizio,newegg.com&thenerds.net,97,6,0.8,8,110
0,1.0,0.65,0.8666666666666667,0.7428571428571429,0.021261204591916966,0.01932367149758454,Vizio,newegg.com&thenerds.net,194,3,0.4,1,675
1,0.75,0.8666666666666667,0.7647058823529411,0.8125,0.01750751061846058,0.014492753623188406,Vizio,newegg.com&thenerds.net,194,3,0.4,1,675
2,0.75,0.8125,0.9285714285714286,0.8666666666666666,0.019919751297779655,0.015458937198067632,Vizio,newegg.com&thenerds.net,194,3,0.4,1,675
3,0.75,0.9230769230769231,0.8,0.8571428571428571,0.016032201430223096,0.012560386473429951,Vizio,newegg.com&thenerds.net,194,3,0.4,1,675
4,1.0,0.6818181818181818,0.8823529411764706,0.7692307692307693,0.024197372344603174,0.021256038647342997,Vizio,newegg.com&thenerds.net,194,3,0.4,1,675
Average,Optimal,0.7868123543123543,0.8484593837535013,0.8096794871794872,0.019783608056596694,0.016618357487922703,Vizio,newegg.com&thenerds.net,194,3,0.4,1,675
0,1.0,0.65,0.8666666666666667,0.7428571428571429,0.021261204591916966,0.01932367149758454,Vizio,newegg.com&thenerds.net,194,3,0.6,2,377
1,0.75,0.8666666666666667,0.7647058823529411,0.8125,0.01750751061846058,0.014492753623188406,Vizio,newegg.com&thenerds.net,194,3,0.6,2,377
2,0.75,0.8125,0.9285714285714286,0.8666666666666666,0.019919751297779655,0.015458937198067632,Vizio,newegg.com&thenerds.net,194,3,0.6,2,377
3,0.75,0.9230769230769231,0.8,0.8571428571428571,0.016032201430223096,0.012560386473429951,Vizio,newegg.com&thenerds.net,194,3,0.6,2,377
4,1.0,0.6818181818181818,0.8823529411764706,0.7692307692307693,0.024197372344603174,0.021256038647342997,Vizio,newegg.com&thenerds.net,194,3,0.6,2,377
Average,Optimal,0.7868123543123543,0.8484593837535013,0.8096794871794872,0.019783608056596694,0.016618357487922703,Vizio,newegg.com&thenerds.net,194,3,0.6,2,377
0,0.75,0.6666666666666666,0.7272727272727273,0.6956521739130435,0.020744795793416412,0.020168067226890758,Vizio,newegg.com&thenerds.net,194,3,0.8,8,110
1,0.75,0.8,0.8,0.8000000000000002,0.019958419958419963,0.01680672268907563,Vizio,newegg.com&thenerds.net,194,3,0.8,8,110
2,0.75,0.6923076923076923,0.9,0.7826086956521738,0.025301349565495974,0.021848739495798318,Vizio,newegg.com&thenerds.net,194,3,0.8,8,110
3,0.75,0.7333333333333333,0.8461538461538461,0.7857142857142856,0.029245105674463565,0.025210084033613446,Vizio,newegg.com&thenerds.net,194,3,0.8,8,110
4,0.75,0.7272727272727273,0.6666666666666666,0.6956521739130435,0.019038690368874626,0.018487394957983194,Vizio,newegg.com&thenerds.net,194,3,0.8,8,110
Average,Optimal,0.7239160839160841,0.788018648018648,0.7519254658385093,0.022857672272134106,0.02050420168067227,Vizio,newegg.com&thenerds.net,194,3,0.8,8,110
0,1.0,0.65,0.8666666666666667,0.7428571428571429,0.021261204591916966,0.01932367149758454,Vizio,newegg.com&thenerds.net,582,1,0.4,1,675
1,0.75,0.8666666666666667,0.7647058823529411,0.8125,0.01750751061846058,0.014492753623188406,Vizio,newegg.com&thenerds.net,582,1,0.4,1,675
2,0.75,0.8125,0.9285714285714286,0.8666666666666666,0.019919751297779655,0.015458937198067632,Vizio,newegg.com&thenerds.net,582,1,0.4,1,675
3,0.75,0.9230769230769231,0.8,0.8571428571428571,0.016032201430223096,0.012560386473429951,Vizio,newegg.com&thenerds.net,582,1,0.4,1,675
4,1.0,0.6818181818181818,0.8823529411764706,0.7692307692307693,0.024197372344603174,0.021256038647342997,Vizio,newegg.com&thenerds.net,582,1,0.4,1,675
Average,Optimal,0.7868123543123543,0.8484593837535013,0.8096794871794872,0.019783608056596694,0.016618357487922703,Vizio,newegg.com&thenerds.net,582,1,0.4,1,675
0,1.0,0.65,0.8666666666666667,0.7428571428571429,0.021261204591916966,0.01932367149758454,Vizio,newegg.com&thenerds.net,582,1,0.6,2,377
1,0.75,0.8666666666666667,0.7647058823529411,0.8125,0.01750751061846058,0.014492753623188406,Vizio,newegg.com&thenerds.net,582,1,0.6,2,377
2,0.75,0.8125,0.9285714285714286,0.8666666666666666,0.019919751297779655,0.015458937198067632,Vizio,newegg.com&thenerds.net,582,1,0.6,2,377
3,0.75,0.9230769230769231,0.8,0.8571428571428571,0.016032201430223096,0.012560386473429951,Vizio,newegg.com&thenerds.net,582,1,0.6,2,377
4,1.0,0.6818181818181818,0.8823529411764706,0.7692307692307693,0.024197372344603174,0.021256038647342997,Vizio,newegg.com&thenerds.net,582,1,0.6,2,377
Average,Optimal,0.7868123543123543,0.8484593837535013,0.8096794871794872,0.019783608056596694,0.016618357487922703,Vizio,newegg.com&thenerds.net,582,1,0.6,2,377
0,0.75,0.6666666666666666,0.7272727272727273,0.6956521739130435,0.020744795793416412,0.020168067226890758,Vizio,newegg.com&thenerds.net,582,1,0.8,8,110
1,0.75,0.8,0.8,0.8000000000000002,0.019958419958419963,0.01680672268907563,Vizio,newegg.com&thenerds.net,582,1,0.8,8,110
2,0.75,0.6923076923076923,0.9,0.7826086956521738,0.025301349565495974,0.021848739495798318,Vizio,newegg.com&thenerds.net,582,1,0.8,8,110
3,0.75,0.7333333333333333,0.8461538461538461,0.7857142857142856,0.029245105674463565,0.025210084033613446,Vizio,newegg.com&thenerds.net,582,1,0.8,8,110
4,0.75,0.7272727272727273,0.6666666666666666,0.6956521739130435,0.019038690368874626,0.018487394957983194,Vizio,newegg.com&thenerds.net,582,1,0.8,8,110
Average,Optimal,0.7239160839160841,0.788018648018648,0.7519254658385093,0.022857672272134106,0.02050420168067227,Vizio,newegg.com&thenerds.net,582,1,0.8,8,110
0,0.75,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.017225539733578318,0.016260162601626018,Vizio,newegg.com&amazon.com,97,6,0.4,1,581
1,0.75,0.8,0.8,0.8000000000000002,0.020680741059887982,0.017421602787456445,Vizio,newegg.com&amazon.com,97,6,0.4,1,581
2,0.75,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.017277125086385625,0.013937282229965157,Vizio,newegg.com&amazon.com,97,6,0.4,1,581
3,0.75,0.6428571428571429,0.75,0.6923076923076924,0.016690706779311767,0.016260162601626018,Vizio,newegg.com&amazon.com,97,6,0.4,1,581
4,1.0,0.8235294117647058,0.875,0.8484848484848485,0.024840583887914196,0.019744483159117306,Vizio,newegg.com&amazon.com,97,6,0.4,1,581
Average,Optimal,0.7628011204481793,0.7945238095238095,0.7776823176823178,0.019342939309415576,0.016724738675958188,Vizio,newegg.com&amazon.com,97,6,0.4,1,581
0,0.75,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.017225539733578318,0.016260162601626018,Vizio,newegg.com&amazon.com,97,6,0.6,2,307
1,0.75,0.8,0.8,0.8000000000000002,0.020680741059887982,0.017421602787456445,Vizio,newegg.com&amazon.com,97,6,0.6,2,307
2,0.75,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.017277125086385625,0.013937282229965157,Vizio,newegg.com&amazon.com,97,6,0.6,2,307
3,0.75,0.6428571428571429,0.75,0.6923076923076924,0.016690706779311767,0.016260162601626018,Vizio,newegg.com&amazon.com,97,6,0.6,2,307
4,1.0,0.8235294117647058,0.875,0.8484848484848485,0.024840583887914196,0.019744483159117306,Vizio,newegg.com&amazon.com,97,6,0.6,2,307
Average,Optimal,0.7628011204481793,0.7945238095238095,0.7776823176823178,0.019342939309415576,0.016724738675958188,Vizio,newegg.com&amazon.com,97,6,0.6,2,307
0,1.0,0.75,0.9,0.8181818181818182,0.029263005780346824,0.024193548387096774,Vizio,newegg.com&amazon.com,97,6,0.8,8,57
1,1.0,0.5882352941176471,0.9090909090909091,0.7142857142857143,0.035900576521022964,0.034274193548387094,Vizio,newegg.com&amazon.com,97,6,0.8,8,57
2,0.75,0.6,0.75,0.6666666666666665,0.01986462625073572,0.020161290322580645,Vizio,newegg.com&amazon.com,97,6,0.8,8,57
3,1.0,0.6153846153846154,0.8,0.6956521739130435,0.026851991307528456,0.02620967741935484,Vizio,newegg.com&amazon.com,97,6,0.8,8,57
4,0.75,0.75,0.8571428571428571,0.7999999999999999,0.019162526614620295,0.016129032258064516,Vizio,newegg.com&amazon.com,97,6,0.8,8,57
Average,Optimal,0.6607239819004526,0.8432467532467532,0.7389572746094484,0.02620854529485085,0.024193548387096774,Vizio,newegg.com&amazon.com,97,6,0.8,8,57
0,0.75,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.017225539733578318,0.016260162601626018,Vizio,newegg.com&amazon.com,194,3,0.4,1,581
1,0.75,0.8,0.8,0.8000000000000002,0.020680741059887982,0.017421602787456445,Vizio,newegg.com&amazon.com,194,3,0.4,1,581
2,0.75,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.017277125086385625,0.013937282229965157,Vizio,newegg.com&amazon.com,194,3,0.4,1,581
3,0.75,0.6428571428571429,0.75,0.6923076923076924,0.016690706779311767,0.016260162601626018,Vizio,newegg.com&amazon.com,194,3,0.4,1,581
4,1.0,0.8235294117647058,0.875,0.8484848484848485,0.024840583887914196,0.019744483159117306,Vizio,newegg.com&amazon.com,194,3,0.4,1,581
Average,Optimal,0.7628011204481793,0.7945238095238095,0.7776823176823178,0.019342939309415576,0.016724738675958188,Vizio,newegg.com&amazon.com,194,3,0.4,1,581
0,0.75,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.017225539733578318,0.016260162601626018,Vizio,newegg.com&amazon.com,194,3,0.6,2,307
1,0.75,0.8,0.8,0.8000000000000002,0.020680741059887982,0.017421602787456445,Vizio,newegg.com&amazon.com,194,3,0.6,2,307
2,0.75,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.017277125086385625,0.013937282229965157,Vizio,newegg.com&amazon.com,194,3,0.6,2,307
3,0.75,0.6428571428571429,0.75,0.6923076923076924,0.016690706779311767,0.016260162601626018,Vizio,newegg.com&amazon.com,194,3,0.6,2,307
4,1.0,0.8235294117647058,0.875,0.8484848484848485,0.024840583887914196,0.019744483159117306,Vizio,newegg.com&amazon.com,194,3,0.6,2,307
Average,Optimal,0.7628011204481793,0.7945238095238095,0.7776823176823178,0.019342939309415576,0.016724738675958188,Vizio,newegg.com&amazon.com,194,3,0.6,2,307
0,1.0,0.75,0.9,0.8181818181818182,0.029263005780346824,0.024193548387096774,Vizio,newegg.com&amazon.com,194,3,0.8,8,57
1,1.0,0.5882352941176471,0.9090909090909091,0.7142857142857143,0.035900576521022964,0.034274193548387094,Vizio,newegg.com&amazon.com,194,3,0.8,8,57
2,0.75,0.6,0.75,0.6666666666666665,0.01986462625073572,0.020161290322580645,Vizio,newegg.com&amazon.com,194,3,0.8,8,57
3,1.0,0.6153846153846154,0.8,0.6956521739130435,0.026851991307528456,0.02620967741935484,Vizio,newegg.com&amazon.com,194,3,0.8,8,57
4,0.75,0.75,0.8571428571428571,0.7999999999999999,0.019162526614620295,0.016129032258064516,Vizio,newegg.com&amazon.com,194,3,0.8,8,57
Average,Optimal,0.6607239819004526,0.8432467532467532,0.7389572746094484,0.02620854529485085,0.024193548387096774,Vizio,newegg.com&amazon.com,194,3,0.8,8,57
0,0.75,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.017225539733578318,0.016260162601626018,Vizio,newegg.com&amazon.com,582,1,0.4,1,581
1,0.75,0.8,0.8,0.8000000000000002,0.020680741059887982,0.017421602787456445,Vizio,newegg.com&amazon.com,582,1,0.4,1,581
2,0.75,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.017277125086385625,0.013937282229965157,Vizio,newegg.com&amazon.com,582,1,0.4,1,581
3,0.75,0.6428571428571429,0.75,0.6923076923076924,0.016690706779311767,0.016260162601626018,Vizio,newegg.com&amazon.com,582,1,0.4,1,581
4,1.0,0.8235294117647058,0.875,0.8484848484848485,0.024840583887914196,0.019744483159117306,Vizio,newegg.com&amazon.com,582,1,0.4,1,581
Average,Optimal,0.7628011204481793,0.7945238095238095,0.7776823176823178,0.019342939309415576,0.016724738675958188,Vizio,newegg.com&amazon.com,582,1,0.4,1,581
0,0.75,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.017225539733578318,0.016260162601626018,Vizio,newegg.com&amazon.com,582,1,0.6,2,307
1,0.75,0.8,0.8,0.8000000000000002,0.020680741059887982,0.017421602787456445,Vizio,newegg.com&amazon.com,582,1,0.6,2,307
2,0.75,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.017277125086385625,0.013937282229965157,Vizio,newegg.com&amazon.com,582,1,0.6,2,307
3,0.75,0.6428571428571429,0.75,0.6923076923076924,0.016690706779311767,0.016260162601626018,Vizio,newegg.com&amazon.com,582,1,0.6,2,307
4,1.0,0.8235294117647058,0.875,0.8484848484848485,0.024840583887914196,0.019744483159117306,Vizio,newegg.com&amazon.com,582,1,0.6,2,307
Average,Optimal,0.7628011204481793,0.7945238095238095,0.7776823176823178,0.019342939309415576,0.016724738675958188,Vizio,newegg.com&amazon.com,582,1,0.6,2,307
0,1.0,0.75,0.9,0.8181818181818182,0.029263005780346824,0.024193548387096774,Vizio,newegg.com&amazon.com,582,1,0.8,8,57
1,1.0,0.5882352941176471,0.9090909090909091,0.7142857142857143,0.035900576521022964,0.034274193548387094,Vizio,newegg.com&amazon.com,582,1,0.8,8,57
2,0.75,0.6,0.75,0.6666666666666665,0.01986462625073572,0.020161290322580645,Vizio,newegg.com&amazon.com,582,1,0.8,8,57
3,1.0,0.6153846153846154,0.8,0.6956521739130435,0.026851991307528456,0.02620967741935484,Vizio,newegg.com&amazon.com,582,1,0.8,8,57
4,0.75,0.75,0.8571428571428571,0.7999999999999999,0.019162526614620295,0.016129032258064516,Vizio,newegg.com&amazon.com,582,1,0.8,8,57
Average,Optimal,0.6607239819004526,0.8432467532467532,0.7389572746094484,0.02620854529485085,0.024193548387096774,Vizio,newegg.com&amazon.com,582,1,0.8,8,57
0,1.0,0.3125,0.8333333333333334,0.45454545454545453,0.03762227238525207,0.057971014492753624,Vizio,thenerds.net&amazon.com,97,6,0.4,1,276
1,0.75,0.7272727272727273,0.8888888888888888,0.7999999999999999,0.04667506464231253,0.03985507246376811,Vizio,thenerds.net&amazon.com,97,6,0.4,1,276
2,1.0,0.7142857142857143,1.0,0.8333333333333333,0.06158357771260997,0.050724637681159424,Vizio,thenerds.net&amazon.com,97,6,0.4,1,276
3,0.75,0.6666666666666666,1.0,0.8,0.03837953091684435,0.03260869565217391,Vizio,thenerds.net&amazon.com,97,6,0.4,1,276
4,0.75,0.7272727272727273,0.7272727272727273,0.7272727272727273,0.04231871280581882,0.03985507246376811,Vizio,thenerds.net&amazon.com,97,6,0.4,1,276
Average,Optimal,0.6295995670995671,0.88989898989899,0.723030303030303,0.045315831692567546,0.04420289855072464,Vizio,thenerds.net&amazon.com,97,6,0.4,1,276
0,1.0,0.3125,0.8333333333333334,0.45454545454545453,0.03762227238525207,0.057971014492753624,Vizio,thenerds.net&amazon.com,97,6,0.6,1,276
1,0.75,0.7272727272727273,0.8888888888888888,0.7999999999999999,0.04667506464231253,0.03985507246376811,Vizio,thenerds.net&amazon.com,97,6,0.6,1,276
2,1.0,0.7142857142857143,1.0,0.8333333333333333,0.06158357771260997,0.050724637681159424,Vizio,thenerds.net&amazon.com,97,6,0.6,1,276
3,0.75,0.6666666666666666,1.0,0.8,0.03837953091684435,0.03260869565217391,Vizio,thenerds.net&amazon.com,97,6,0.6,1,276
4,0.75,0.7272727272727273,0.7272727272727273,0.7272727272727273,0.04231871280581882,0.03985507246376811,Vizio,thenerds.net&amazon.com,97,6,0.6,1,276
Average,Optimal,0.6295995670995671,0.88989898989899,0.723030303030303,0.045315831692567546,0.04420289855072464,Vizio,thenerds.net&amazon.com,97,6,0.6,1,276
0,1.0,0.3125,0.8333333333333334,0.45454545454545453,0.03762227238525207,0.057971014492753624,Vizio,thenerds.net&amazon.com,97,6,0.8,1,133
1,0.75,0.7272727272727273,0.8888888888888888,0.7999999999999999,0.04667506464231253,0.03985507246376811,Vizio,thenerds.net&amazon.com,97,6,0.8,1,133
2,1.0,0.7142857142857143,1.0,0.8333333333333333,0.06158357771260997,0.050724637681159424,Vizio,thenerds.net&amazon.com,97,6,0.8,1,133
3,0.75,0.6666666666666666,1.0,0.8,0.03837953091684435,0.03260869565217391,Vizio,thenerds.net&amazon.com,97,6,0.8,1,133
4,0.75,0.7272727272727273,0.7272727272727273,0.7272727272727273,0.04231871280581882,0.03985507246376811,Vizio,thenerds.net&amazon.com,97,6,0.8,1,133
Average,Optimal,0.6295995670995671,0.88989898989899,0.723030303030303,0.045315831692567546,0.04420289855072464,Vizio,thenerds.net&amazon.com,97,6,0.8,1,133
0,1.0,0.3125,0.8333333333333334,0.45454545454545453,0.03762227238525207,0.057971014492753624,Vizio,thenerds.net&amazon.com,194,3,0.4,1,276
1,0.75,0.7272727272727273,0.8888888888888888,0.7999999999999999,0.04667506464231253,0.03985507246376811,Vizio,thenerds.net&amazon.com,194,3,0.4,1,276
2,1.0,0.7142857142857143,1.0,0.8333333333333333,0.06158357771260997,0.050724637681159424,Vizio,thenerds.net&amazon.com,194,3,0.4,1,276
3,0.75,0.6666666666666666,1.0,0.8,0.03837953091684435,0.03260869565217391,Vizio,thenerds.net&amazon.com,194,3,0.4,1,276
4,0.75,0.7272727272727273,0.7272727272727273,0.7272727272727273,0.04231871280581882,0.03985507246376811,Vizio,thenerds.net&amazon.com,194,3,0.4,1,276
Average,Optimal,0.6295995670995671,0.88989898989899,0.723030303030303,0.045315831692567546,0.04420289855072464,Vizio,thenerds.net&amazon.com,194,3,0.4,1,276
0,1.0,0.3125,0.8333333333333334,0.45454545454545453,0.03762227238525207,0.057971014492753624,Vizio,thenerds.net&amazon.com,194,3,0.6,1,276
1,0.75,0.7272727272727273,0.8888888888888888,0.7999999999999999,0.04667506464231253,0.03985507246376811,Vizio,thenerds.net&amazon.com,194,3,0.6,1,276
2,1.0,0.7142857142857143,1.0,0.8333333333333333,0.06158357771260997,0.050724637681159424,Vizio,thenerds.net&amazon.com,194,3,0.6,1,276
3,0.75,0.6666666666666666,1.0,0.8,0.03837953091684435,0.03260869565217391,Vizio,thenerds.net&amazon.com,194,3,0.6,1,276
4,0.75,0.7272727272727273,0.7272727272727273,0.7272727272727273,0.04231871280581882,0.03985507246376811,Vizio,thenerds.net&amazon.com,194,3,0.6,1,276
Average,Optimal,0.6295995670995671,0.88989898989899,0.723030303030303,0.045315831692567546,0.04420289855072464,Vizio,thenerds.net&amazon.com,194,3,0.6,1,276
0,1.0,0.3125,0.8333333333333334,0.45454545454545453,0.03762227238525207,0.057971014492753624,Vizio,thenerds.net&amazon.com,194,3,0.8,1,133
1,0.75,0.7272727272727273,0.8888888888888888,0.7999999999999999,0.04667506464231253,0.03985507246376811,Vizio,thenerds.net&amazon.com,194,3,0.8,1,133
2,1.0,0.7142857142857143,1.0,0.8333333333333333,0.06158357771260997,0.050724637681159424,Vizio,thenerds.net&amazon.com,194,3,0.8,1,133
3,0.75,0.6666666666666666,1.0,0.8,0.03837953091684435,0.03260869565217391,Vizio,thenerds.net&amazon.com,194,3,0.8,1,133
4,0.75,0.7272727272727273,0.7272727272727273,0.7272727272727273,0.04231871280581882,0.03985507246376811,Vizio,thenerds.net&amazon.com,194,3,0.8,1,133
Average,Optimal,0.6295995670995671,0.88989898989899,0.723030303030303,0.045315831692567546,0.04420289855072464,Vizio,thenerds.net&amazon.com,194,3,0.8,1,133
0,1.0,0.3125,0.8333333333333334,0.45454545454545453,0.03762227238525207,0.057971014492753624,Vizio,thenerds.net&amazon.com,582,1,0.4,1,276
1,0.75,0.7272727272727273,0.8888888888888888,0.7999999999999999,0.04667506464231253,0.03985507246376811,Vizio,thenerds.net&amazon.com,582,1,0.4,1,276
2,1.0,0.7142857142857143,1.0,0.8333333333333333,0.06158357771260997,0.050724637681159424,Vizio,thenerds.net&amazon.com,582,1,0.4,1,276
3,0.75,0.6666666666666666,1.0,0.8,0.03837953091684435,0.03260869565217391,Vizio,thenerds.net&amazon.com,582,1,0.4,1,276
4,0.75,0.7272727272727273,0.7272727272727273,0.7272727272727273,0.04231871280581882,0.03985507246376811,Vizio,thenerds.net&amazon.com,582,1,0.4,1,276
Average,Optimal,0.6295995670995671,0.88989898989899,0.723030303030303,0.045315831692567546,0.04420289855072464,Vizio,thenerds.net&amazon.com,582,1,0.4,1,276
